CONTENTdm number,Reference URL,Title,Description,Year,Original Transcript,Semi-clean Transcript,Clean Transcript
4696,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4696,"Letter from the Boy Scouts of America, February 3, 1946","A letter from the Boy Scouts of America sent on February 3, 1946 about the 30th Anniversary.",1945,"FOR RELEASE    FROM: BOY SCOUTS OF AMERICA  (National Office)  2 park Avenue  New York 16, N. Y.    On or after Feb. 3, 1945    BOY SCOUT WEEK IS  Feb. Sth to 14th    The Boy Scouts of the nation, observing their 36th anniversary during Boy  Scout V.eek, Feb. 8th to 14th, are helping brother Scouts in war-torn lands, through  an unusual project Known as the ""Shirts-Off-Our Backs"" Campaign.    Now numbering nearly two million, the Boy Scouts and their leaders are conr  tributing used but clean and serviceable Scout uniform parts and camping equipment  to neip boys overseas resume their Scouting activities.    A special effort is being made during February to call at homes of former  members for Scout Uniforms and accessories no longer needed.    In approving thip nation-wide effort, the National Executive Board of the  Boy Scouts of America emphasized that the collection is not to be thought of us  charity, but instead a sharing by one Scout with another.    Scouts are giving up parts of their uniforms and equipment that they may not  be able to replace soon, out Scout Leadeis feel this helpfulness will create an  interest on the part of American Scouts in brother Scouts in other Lands, their .  customs and history. Since each Scout donor is asked co include his name and  address on the equipment, it is felt that friendships thus formed will contribute  to world-wide understanding.    Usable uniform parts being collected include Boy Scout and Cub Scout shirts  (without badges), hats ana caps, shorts, neckerchiefs and slides, lanyards, belts,  stockings and shoes. Eq.uipment desired for shipment overseas includes axes,  knives, mess kits, duffel bags, haversacks, sleeping bags, tents, bugles,compasses  fire making sets, first aid kits, signaling flags, whistles, and Scout literature.    The World Friendship Fund, consisting of voluntary contributions bf Boy  Scouts, will defray all shipping costs.    # # #","FOR RELEASE
FROM: BOY SCOUTS OF AMERICA (National Office) 2 park Avenue New York 16, N. Y.
On or after Feb. 3, 1945
BOY SCOUT WEEK IS Feb. Sth to 14th
The Boy Scouts of the nation, observing their 36th anniversary during Boy Scout V.eek, Feb. 8th to 14th, are helping brother Scouts in war-torn lands, through an unusual project Known as the ""Shirts-Off-Our Backs"" Campaign.
Now numbering nearly two million, the Boy Scouts and their leaders are conr tributing used but clean and serviceable Scout uniform parts and camping equipment to neip boys overseas resume their Scouting activities.
A special effort is being made during February to call at homes of former members for Scout Uniforms and accessories no longer needed.
In approving thip nation-wide effort, the National Executive Board of the Boy Scouts of America emphasized that the collection is not to be thought of us charity, but instead a sharing by one Scout with another.
Scouts are giving up parts of their uniforms and equipment that they may not be able to replace soon, out Scout Leadeis feel this helpfulness will create an interest on the part of American Scouts in brother Scouts in other Lands, their customs and history. Since each Scout donor is asked co include his name and address on the equipment, it is felt that friendships thus formed will contribute to world-wide understanding.
Usable uniform parts being collected include Boy Scout and Cub Scout shirts (without badges) hats ana caps, shorts, neckerchiefs and slides, lanyards, belts, stockings and shoes. Eq.uipment desired for shipment overseas includes axes, knives, mess kits, duffel bags, haversacks, sleeping bags, tents, bugles,compasses fire making sets, first aid kits, signaling flags, whistles, and Scout literature.
The World Friendship Fund, consisting of voluntary contributions bf Boy Scouts, will defray all shipping costs.
","FOR RELEASE FROM:
BOY SCOUTS OF AMERICA (National Office)
2 Park Avenue
New York 16, N. Y.

On or after Feb. 3, 1945

BOY SCOUT WEEK IS Feb. 8th to 14th

The Boy Scouts of the nation, observing their 36th anniversary during Boy Scout Week, Feb. 8th to 14th, are helping brother Scouts in war-torn lands through an unusual project known as the “Shirts-Off-Our-Backs” Campaign.

Now numbering nearly two million, the Boy Scouts and their leaders are contributing used but clean and serviceable Scout uniform parts and camping equipment to help boys overseas resume their Scouting activities. A special effort is being made during February to call at homes of former members for Scout uniforms and accessories no longer needed.

In approving this nation-wide effort, the National Executive Board of the Boy Scouts of America emphasized that the collection is not to be thought of as charity, but instead a sharing by one Scout with another. Scouts are giving up parts of their uniforms and equipment that they may not be able to replace soon, but Scout Leaders feel this helpfulness will create an interest on the part of American Scouts in brother Scouts in other lands, their customs and history.

Since each Scout donor is asked to include his name and address on the equipment, it is felt that friendships thus formed will contribute to world-wide understanding.

Usable uniform parts being collected include Boy Scout and Cub Scout shirts (without badges), hats and caps, shorts, neckerchiefs and slides, lanyards, belts, stockings, and shoes.

Equipment desired for shipment overseas includes axes, knives, mess kits, duffel bags, haversacks, sleeping bags, tents, bugles, compasses, fire-making sets, first aid kits, signaling flags, whistles, and Scout literature.

The World Friendship Fund, consisting of voluntary contributions by Boy Scouts, will defray all shipping costs."
4713,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4713,"Letter to Mr. James M. Hinton from John Henry McCray, March 2, 1945","A letter to Mr. James M. Hinton from John H. McCray sent on March 2, 1945.",1945,"March 1, 1945    Mr. James *. Hinton  P. 0. B ox 1145  Columbia, 3. C.    Dear Mr. Hinton:    The Richland County Division of the Central South  Carolina Council of Boy Scouts of America is in  the midst of a campaign to raise $4,000 by April  15.    This sum is a part of $9,000 the Central Council  is attempting to raise fir the purpose of purchasing  land and establishing a camp for Negro Scouts on a  180 acre tract in Lexington County. The Negro  Division of Riehl .nd County has set as its goal  $2,5000of the county s ;uota.    As drive chairman for the Negro Division I am  asking that you serve as fihsistant Chairman of the  P rofessionul and Business group committee. That  we might h ve a coordinated campaign I am wondering  if you might not be good enough to meet in my office  at 7:00 P. M. Tuesday, March 6 at hich meeting other  ch irmen ill be present?    Sine rely yours,    John H. McCray","March 1, 1945
Mr. James Hinton P. 0. B ox 1145 Columbia, 3. C.
Dear Mr. Hinton:
The Richland County Division of the Central South Carolina Council of Boy Scouts of America is in the midst of a campaign to raise $4,000 by April 15.
This sum is a part of $9,000 the Central Council is attempting to raise fir the purpose of purchasing land and establishing a camp for Negro Scouts on a 180 acre tract in Lexington County. The Negro Division of Riehl .nd County has set as its goal $2,5000of the county s ;uota.
As drive chairman for the Negro Division I am asking that you serve as fihsistant Chairman of the P rofessionul and Business group committee. That we might h ve a coordinated campaign I am wondering if you might not be good enough to meet in my office at 7:00 P. M. Tuesday, March 6 at hich meeting other ch irmen ill be present?
Sine rely yours,
John H. McCray","March 1, 1945

Mr. James M. Hinton
P. O. Box 1145
Columbia, S.C.

Dear Mr. Hinton:

The Richland County Division of the Central South Carolina Council of Boy Scouts of America is in the midst of a campaign to raise $4,000 by April 15. This sum is a part of $9,000 the Central Council is attempting to raise for the purpose of purchasing land and establishing a camp for Negro Scouts on a 180-acre tract in Lexington County.

The Negro Division of Richland County has set as its goal $2,500 of the county’s quota. As drive chairman for the Negro Division, I am asking that you serve as Assistant Chairman of the Professional and Business Group Committee.

That we might have a coordinated campaign, I am wondering if you might not be good enough to meet in my office at 7:00 P.M., Tuesday, March 6, at which meeting other chairmen will be present.

Sincerely yours,
John H. McCray"
4786,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4786,"Letter to a Scouter from J. Henry McCray and Roscoe E. Stevens, July 3, 1946, Page 1","A letter to a Scouter from J. H. McCray and Roscoe E. Stevens sent on July 3, 1946.",1946,"Dear Scouter    July 3, 1948    The Richland Diviaion -will meet at the Taylor Street  U. S. 0. Monday, July Sth, at 8:00 P. M.    We urge you to be present and on time.    Yours truly,    J. H. McCray, Chairman    Roscoe E, Stevons, Scout Ex","Dear Scouter
July 3, 1948
The Richland Diviaion -will meet at the Taylor Street U. S. 0. Monday, July Sth, at 8:00 P. M.
We urge you to be present and on time.
Yours truly,
J. H. McCray, Chairman
Roscoe E, Stevons, Scout Ex","Dear Scouter

July 3, 1948

The Richland Division will meet at the Taylor Street U.S.O. Monday, July 5th, at 8:00 P.M. We urge you to be present and on time.

Yours truly,
J. H. McCray, Chairman
Roscoe E. Stevens, Scout Ex."
4803,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4803,"Letter from the Boy Scouts of America, February 3, 1946, Page 2","A letter from the Boy Scouts of America sent on February 3, 1946 about the 36th Anniversary.",1946,"Many of our American Scouts and Scouters lie buried in the soil of France.  They gave their lives in the cause of human liberty. The Boy Scouts of America,  as represented by these Scouts and Scouters, shall be forever a part of France.    While the American Government maintains an appropriate care of the last  resting place of our fallen, may we voice the hope that 'the Boy Scouts of France  will consider themselves the guardians of the graves of our Scouts and Scouters  there.    ""If annually on our Memorial Day, May 30th, the Scouts could see fit to hold a  simple ceremony at the military cemeteries, it would bring great comfort to the  parents and families of these, your Brother Scouts, and help to cement further the  bond of friendship between us.    ""We are sending you our flag of friendship which we hope can be flown on such  occasion in association with The Flag of the United States of America and The Flag  of France.    ""Our Scout greetings to the Boy Scouts of France.""","Many of our American Scouts and Scouters lie buried in the soil of France. They gave their lives in the cause of human liberty. The Boy Scouts of America, as represented by these Scouts and Scouters, shall be forever a part of France.
While the American Government maintains an appropriate care of the last resting place of our fallen, may we voice the hope that 'the Boy Scouts of France will consider themselves the guardians of the graves of our Scouts and Scouters there.
""If annually on our Memorial Day, May 30th, the Scouts could see fit to hold a simple ceremony at the military cemeteries, it would bring great comfort to the parents and families of these, your Brother Scouts, and help to cement further the bond of friendship between us.
""We are sending you our flag of friendship which we hope can be flown on such occasion in association with The Flag of the United States of America and The Flag of France.
""Our Scout greetings to the Boy Scouts of France.","Many of our American Scouts and Scouters lie buried in the soil of France. They gave their lives in the cause of human liberty. The Boy Scouts of America, as represented by these Scouts and Scouters, shall be forever a part of France.

While the American Government maintains appropriate care of the last resting place of our fallen, may we voice the hope that the Boy Scouts of France will consider themselves the guardians of the graves of our Scouts and Scouters there.

If annually on our Memorial Day, May 30th, the Scouts could see fit to hold a simple ceremony at the military cemeteries, it would bring great comfort to the parents and families of these, your Brother Scouts, and help to cement further the bond of friendship between us.

We are sending you our flag of friendship which we hope can be flown on such occasion in association with the Flag of the United States of America and the Flag of France.

Our Scout greetings to the Boy Scouts of France."
4818,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4818,"Boy Scouts of America Region VI, 1946, Atlanta School for Scouters, Page 3","A document about the Atlanta School for Scouters in Boy Scouts of America, Region VI.",1946,"Atlanta School for Scooters    Please arrive on time and stay for entire course. No reductions in cost made  FOR LATE ARRIVAL OR EARLY DEPARTURE.    It will be necessary FOR each man to provide his own sheets and pillow cases and  TOWELS.    QUARTERS? College Dormitory Rooms will be used for sleeping quarters.    PURPOSE OF THE ATLANTA SCHOOL? The purpose of the Atlanta School is to help  train Divisional Administrative Leaders so more boys may have a rich experience  in Cub Scouting, Boy Scouting and Senior Scouting.    REGISTER EARLY? It is important that we let Morris Brown College know, just  AS SOON AS POSSIBLE, THE NUMBER OF MEN WHO WILL BE IN ATTENDANCE. THEREFORE,  FILL OUT THE ATTACHED CARD AND TURN OVER TO YOUR LOCAL SCOUT OFFICE ALONG WITH  THE NECESSARY FEES.    BE SURE TO INDICATE THE COURSE YOU WILL TAKE.    CERTIFICATES? Will be issued only to those who participate full time.    THE ATLANTA SCHOOL COMMITTEE    E. M. Mitchell  A. J. Clement, Jr.  Dr. M. L. Walton  M. R. Austell  S. G. Sellers  Dr. J. H. Dyett    Winston-Salem, N. C.  Charleston, S. C.  Thomasville, Ga.  Atlanta, Georgia  Atlanta, Georgia  West Palm Beach, Fla.    W. A. Dobson  Herbert Stuckey  Gilbert Bush  0. B. Gorman  Frank Dix    Regional Executive    Deputv Regional Executive  Depltv Regional Executive  Deputy Regional Executive  Deputy Regional Executive    Regional Office? 940 C & S Bank Bldg., Atlanta, Ga","Atlanta School for Scooters
Please arrive on time and stay for entire course. No reductions in cost made FOR LATE ARRIVAL OR EARLY DEPARTURE.
It will be necessary FOR each man to provide his own sheets and pillow cases and TOWELS.
QUARTERS? College Dormitory Rooms will be used for sleeping quarters.
PURPOSE OF THE ATLANTA SCHOOL? The purpose of the Atlanta School is to help train Divisional Administrative Leaders so more boys may have a rich experience in Cub Scouting, Boy Scouting and Senior Scouting.
REGISTER EARLY? It is important that we let Morris Brown College know, just AS SOON AS POSSIBLE, THE NUMBER OF MEN WHO WILL BE IN ATTENDANCE. THEREFORE, FILL OUT THE ATTACHED CARD AND TURN OVER TO YOUR LOCAL SCOUT OFFICE ALONG WITH THE NECESSARY FEES.
BE SURE TO INDICATE THE COURSE YOU WILL TAKE.
CERTIFICATES? Will be issued only to those who participate full time.
THE ATLANTA SCHOOL COMMITTEE
E. M. Mitchell A. J. Clement, Jr. Dr. M. L. Walton M. R. Austell S. G. Sellers Dr. J. H. Dyett
Winston-Salem, N. C. Charleston, S. C. Thomasville, Ga. Atlanta, Georgia Atlanta, Georgia West Palm Beach, Fla.
W. A. Dobson Herbert Stuckey Gilbert Bush 0. B. Gorman Frank Dix
Regional Executive
Deputv Regional Executive Depltv Regional Executive Deputy Regional Executive Deputy Regional Executive
Regional Office? 940 C S Bank Bldg. Atlanta, Ga","Atlanta School for Scouters

Please arrive on time and stay for the entire course. No reductions in cost will be made for late arrival or early departure.

It will be necessary for each man to provide his own sheets, pillowcases, and towels.

Quarters: College dormitory rooms will be used for sleeping quarters.

Purpose of the Atlanta School:
The purpose of the Atlanta School is to help train Divisional Administrative Leaders so more boys may have a rich experience in Cub Scouting, Boy Scouting, and Senior Scouting.

Register Early:
It is important that we let Morris Brown College know, just as soon as possible, the number of men who will be in attendance. Therefore, fill out the attached card and turn it over to your local Scout office along with the necessary fees. Be sure to indicate the course you will take.

Certificates:
Will be issued only to those who participate full time.

The Atlanta School Committee
E. M. Mitchell – Winston-Salem, N. C.
A. J. Clement, Jr. – Charleston, S. C.
Dr. M. L. Walton – Thomasville, Ga.
M. R. Austell – Atlanta, Georgia
S. G. Sellers – Atlanta, Georgia
Dr. J. H. Dyett – West Palm Beach, Fla.

Regional Staff
W. A. Dobson – Regional Executive
Herbert Stuckey – Deputy Regional Executive
Gilbert Bush – Deputy Regional Executive
O. B. Gorman – Deputy Regional Executive
Frank Dix – Regional Executive

Regional Office:
940 C & S Bank Bldg., Atlanta, Ga."
4880,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4880,"Bills against the Progressive Democratic Party of South Carolina, September 14, 1944","Bills against the Progressive Democratic Party of South Carolina including taxis, photographs and stamps.",1944,"Bill against the Progressive democratic Party    3 Taxis   $1.20    Photographs   1.50    Stamps   1.98    1 telephon e 50     ^iT""  O.E. McKaine","Bill against the Progressive democratic Party
3 Taxis $1.20
Photographs 1.50
Stamps 1.98
1 telephon e 50
"" O.E. McKaine","Bill against the Progressive Democratic Party

3 Taxis – $1.20
Photographs – $1.50
Stamps – $1.98
1 Telephone – $0.50

O. E. McKaine"
4881,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4881,"Letter to Mr. John H. McCray, September 15, 1944","A letter to Mr. John H. McCray sent on September 15, 1944 about the success of the Progressive Democratic Party.",1944,"9-15-44    Dear Mr. McCray*    Please feel free to call on me for anything I can  do to further the success of this, our party.    sincerely,","9-15-44
Dear Mr. McCray*
Please feel free to call on me for anything I can do to further the success of this, our party.
sincerely,","9-15-44

Dear Mr. McCray:

Please feel free to call on me for anything I can do to further the success of this, our party.

Sincerely,"
4892,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4892,"Letter to Mr. Foreman from John H. McCray, September 18, 1944","A letter to Mr. Foreman from John H. McCray sent on September 18, 1944.",1944,"September 18, 1944    Clark Foreman, Secretary    National Citizens Political Action Committee  205 Bast 42nd Street  Mew York 17, N.Y.    Dear Mr. Foreman,    I apologize for not having replied to your  first letter inviting me to membership on the  National Citizens Political Action Committee and  wish to say that I would consider it an honor to  hold membership on the committee.    Please so Include me and be good enough to  inform me of my duties. It is my belief that  nothing should stand in the way of the re-election  of President Roosevelt, nor that any person who  might be able to contribute to this effort should  shirk his duty.    Sincerely yours,    John H. McCray    State Chairman    jhmttl","September 18, 1944
Clark Foreman, Secretary
National Citizens Political Action Committee 205 Bast 42nd Street Mew York 17, N.Y.
Dear Mr. Foreman,
I apologize for not having replied to your first letter inviting me to membership on the National Citizens Political Action Committee and wish to say that I would consider it an honor to hold membership on the committee.
Please so Include me and be good enough to inform me of my duties. It is my belief that nothing should stand in the way of the re-election of President Roosevelt, nor that any person who might be able to contribute to this effort should shirk his duty.
Sincerely yours,
John H. McCray
State Chairman
jhmttl","September 18, 1944

Clark Foreman, Secretary
National Citizens Political Action Committee
205 East 42nd Street
New York 17, N. Y.

Dear Mr. Foreman:

I apologize for not having replied to your first letter inviting me to membership on the National Citizens Political Action Committee and wish to say that I would consider it an honor to hold membership on the committee. Please so include me and be good enough to inform me of my duties.

It is my belief that nothing should stand in the way of the re-election of President Roosevelt, nor that any person who might be able to contribute to this effort should shirk his duty.

Sincerely yours,
John H. McCray
State Chairman"
4893,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4893,"Letter to Mr. John H. McCray from Lee Rickard, September 18, 1944","A letter to Mr. John H. McCray from Lee Rickard sent on September 18, 1944.",1944,"(even i ngs)    Pres. Treas.    IN DEPENDENT  PUBLISHING CO.    MEMBER AB.C.    ASSOCIATED PRESS    Anderson    South Carolina    (morning AND SUNDAY    - Anderson Daily Mail    September 18, 1944    Mr. John H. McCray    Sta te Cha i rman    Progressive Democratic Party  1022-g- Washington Street  Columbia 20, S. C.    Dear Mr . McCray:    Thank you for your inquiry of September 14,    This is to advise you that our advertising rate  for political copy is $1.50 an inch. This includes  insertion in both our morning and evening papers.    Hoping we will be able to serve you, and with  best wishes, we are    Lee Rickard    CH    Sincerely yours,    National Advertising Mgr.","(even i ngs)
Pres. Treas.
IN DEPENDENT PUBLISHING CO.
MEMBER AB.C.
ASSOCIATED PRESS
Anderson
South Carolina
","(evenings)
Pres. Treas.

INDEPENDENT PUBLISHING CO.
MEMBER A.B.C.
ASSOCIATED PRESS
Anderson, South Carolina

(morning and Sunday – Anderson Daily Mail)

September 18, 1944

Mr. John H. McCray
State Chairman
Progressive Democratic Party
1022 Washington Street
Columbia 20, S. C.

Dear Mr. McCray:

Thank you for your inquiry of September 14. This is to advise you that our advertising rate for political copy is $1.50 an inch. This includes insertion in both our morning and evening papers.

Hoping we will be able to serve you, and with best wishes, we are

Sincerely yours,
Lee Rickard
National Advertising Mgr."
4899,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4899,"Testimonial Dinner in Honor of Ferdinand C. Smith, September 20, 1944, Page 1","A program for the testimonial dinner in honor of Ferdinand C. Smith on September 20, 1944.",1944,"Testimonial Dinner    IN HONOR OF    FERDINAND C. SMITH    In Recognition of His Outstanding Service    To Labor, the Negro People, and the Nation    HOTEL COMMODORE    NEW YORK    Wednesday Evening, September 20, 1944","Testimonial Dinner
IN HONOR OF
FERDINAND C. SMITH
In Recognition of His Outstanding Service
To Labor, the Negro People, and the Nation
HOTEL COMMODORE
NEW YORK
Wednesday Evening, September 20, 1944","Testimonial Dinner

IN HONOR OF FERDINAND C. SMITH
In Recognition of His Outstanding Service To Labor, the Negro People, and the Nation

HOTEL COMMODORE
NEW YORK 

Wednesday Evening, September 20, 1944"
4917,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4917,"Letter to Mr. McCray from Gennie S., September 27, 1944","A letter from Gennie S. to Mr. McCray sent on September 27, 1944.",1944,"September 27, 1944    Dear Mr. McCray:    The dollar is from a N.Y. working girl whose  husband is with the 3rd. army in France.    The two letters came today.    What do I do now?    cordially,","September 27, 1944
Dear Mr. McCray:
The dollar is from a N.Y. working girl whose husband is with the 3rd. army in France.
The two letters came today.
What do I do now?
cordially,","September 27, 1944 

Dear Mr. McCray:

The dollar is from a N.Y. working girl whose husband is with the 3rd. army in France. The two letters came today. What do I do now? 

Cordially,
Gennie"
4920,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4920,"Letter to Miss Gennie R. Seideman from Margaret Franz, September 27, 1944, Page 2","A letter to Miss Gennie R. Seideman from Margaret Franz sent on September 27, 1944.",1944,"Page 2    9-27-44    We will also be glad to send you further information  on the Conference and the organizational methods used by different  groups, if you are interested. If there is any other way we can be  of assistance to you, please let us know.    best wishes,    Margaret Franz    mF: vp    Enclosure","Page 2
9-27-44
We will also be glad to send you further information on the Conference and the organizational methods used by different groups, if you are interested. If there is any other way we can be of assistance to you, please let us know.
best wishes,
Margaret Franz
mF: vp
Enclosure","Page 2
9-27-44

We will also be glad to send you further information on the Conference and the organizational methods used by different groups, if you are interested. If there is any other way we can be of assistance to you, please let us know.

Best wishes,
Margaret Franz

Enclosure"
5268,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5268,"National Citizens Political Action Committee, Weekly Report No. 7, September 20, 1944, Page 2","Weekly Report No. 7 from the National Citizens Political Action Committee made on September 20, 1944.",1944,"And there was Tom Dewey himself. On November 13, 1943 he demanded . . .    ""an immediate change"" in Administration policies, and warned that the  people ""will suffer grave hardship in impairment of their health and  production.""    The Undoing of the False Prophets ...    The opponents of the Administration who predicted that we'd not have enough  to eat failed to take into account two things:    ], The determination and vitality of the American people.    2. The fact that the New Deal farm program of the decade preceding the  war was the greatest national defense program in American history.    On the first count Dewey and his backers had no more faith in the American  farmer than they had in American industrialists and workers. Remember  Dewey's statement that it would be impossible to build 50,000 planes a year?  As to the New Deal farm program and its contribution to our wartime food  supply, we need look only at the benefits to farmers provided by the Rural  Electrification Administration, the TVA and other power projects. In ten  years under REA more than 3 times as many farms were electrified as in the  13 years preceding.    The public works program of the New Deal, so severely criticized by the men  who back Dewey, was responsible for building more than twice as many hard-  surfaced roads as were built in the 13 years preceding. Those roads have  helped revolutionize farm life in the United States.  I    The same critics constantly attacked the Farm Security Administration. They  claimed the FSA misused its authority in ""raising the living standards of  its clients to somewhere near the highest prevailing in a community."" This  philosophy is one of the reason for the reactionaries' attack on . . .    Subsidies . . .    Subsidies help the poorest farmers. In 1942 the FSA was providing help to  464,000 needy farmers and their families. And though the FSA was attacked,  these farmers who were helped have been responsible for much of the increase  in wartime food production. Could there have been any more sound investment  in the defense of our Nation?    For every $1 the Government invested in this worthy enterprise the consumer  saved $20 on his grocery bill, due to increased farm production and the help  subsidies gave in holding the price line.    Now who objects to that?????    V Big Farmers who do not get much subsidy but who would gain greatly from  price rises.    V Middlemen (some of them) who would get high profits from price rises.    V People who just don't like the idea of paying farmers.    V Obstructionists who would love to hinder the war effort and blame the  mess on FDR.    'Mute","And there was Tom Dewey himself. On November 13, 1943 he demanded
""an immediate change"" in Administration policies, and warned that the people ""will suffer grave hardship in impairment of their health and production.
The Undoing of the False Prophets
The opponents of the Administration who predicted that we'd not have enough to eat failed to take into account two things:
The determination and vitality of the American people.
2. The fact that the New Deal farm program of the decade preceding the war was the greatest national defense program in American history.
On the first count Dewey and his backers had no more faith in the American farmer than they had in American industrialists and workers. Remember Dewey's statement that it would be impossible to build 50,000 planes a year? As to the New Deal farm program and its contribution to our wartime food supply, we need look only at the benefits to farmers provided by the Rural Electrification Administration, the TVA and other power projects. In ten years under REA more than 3 times as many farms were electrified as in the 13 years preceding.
The public works program of the New Deal, so severely criticized by the men who back Dewey, was responsible for building more than twice as many hard- surfaced roads as were built in the 13 years preceding. Those roads have helped revolutionize farm life in the United States. I
The same critics constantly attacked the Farm Security Administration. They claimed the FSA misused its authority in ""raising the living standards of its clients to somewhere near the highest prevailing in a community. This philosophy is one of the reason for the reactionaries' attack on
Subsidies
Subsidies help the poorest farmers. In 1942 the FSA was providing help to 464,000 needy farmers and their families. And though the FSA was attacked, these farmers who were helped have been responsible for much of the increase in wartime food production. Could there have been any more sound investment in the defense of our Nation?
For every $1 the Government invested in this worthy enterprise the consumer saved $20 on his grocery bill, due to increased farm production and the help subsidies gave in holding the price line.
Now who objects to that?
V Big Farmers who do not get much subsidy but who would gain greatly from price rises.
V Middlemen (some of them) who would get high profits from price rises.
V People who just don't like the idea of paying farmers.
V Obstructionists who would love to hinder the war effort and blame the mess on FDR.
'Mute","And there was Tom Dewey himself. On November 13, 1943, he demanded “an immediate change” in Administration policies, and warned that the people “will suffer grave hardship in impairment of their health and production.”

The Undoing of the False Prophets

The opponents of the Administration who predicted that we’d not have enough to eat failed to take into account two things:

The determination and vitality of the American people.

The fact that the New Deal farm program of the decade preceding the war was the greatest national defense program in American history.

On the first count, Dewey and his backers had no more faith in the American farmer than they had in American industrialists and workers. Remember Dewey’s statement that it would be impossible to build 50,000 planes a year?

As to the New Deal farm program and its contribution to our wartime food supply, we need look only at the benefits to farmers provided by the Rural Electrification Administration, the TVA, and other power projects. In ten years under REA, more than three times as many farms were electrified as in the 13 years preceding.

The public works program of the New Deal, so severely criticized by the men who back Dewey, was responsible for building more than twice as many hard-surfaced roads as were built in the 13 years preceding. Those roads have helped revolutionize farm life in the United States.

The same critics constantly attacked the Farm Security Administration. They claimed the FSA misused its authority in “raising the living standards of its clients to somewhere near the highest prevailing in a community.” This philosophy is one of the reasons for the reactionaries’ attack on—

Subsidies

Subsidies help the poorest farmers. In 1942 the FSA was providing help to 464,000 needy farmers and their families. And though the FSA was attacked, these farmers who were helped have been responsible for much of the increase in wartime food production. Could there have been any more sound investment in the defense of our Nation?

For every $1 the Government invested in this worthy enterprise, the consumer saved $20 on his grocery bill, due to increased farm production and the help subsidies gave in holding the price line.

Now who objects to that?

✓ Big farmers who do not get much subsidy but who would gain greatly from price rises.
✓ Middlemen (some of them) who would get high profits from price rises.
✓ People who just don’t like the idea of paying farmers.
✓ Obstructionists who would love to hinder the war effort and blame the mess on FDR."
