"Title","Creator","Contributors","Date","Extent","Source","Keywords","Description","Digital Collection","Website","Contributing Institution","SC County","Rights","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Digital Assistant","Series","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Modjeska Simkins Papers, Topical Papers, Equal Rights Amendment, 1981 and no date","Simkins, Modjeska Monteith, 1899-1992","","1981","6 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","03524","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3854",3854.0,"4164.cpd","/mmsimkins/image/4164.cpd","1981","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Education, Higher, Allen University and Benedict College, 1930-1990 and N.D., 1 of 2","Simkins, Modjeska Monteith, 1899-1992","","1930-1990","42 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","03290","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3979",3979.0,"4289.cpd","/mmsimkins/image/4289.cpd","1930","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Greater Columbia Intergroup Council, 1953 and ND","Simkins, Modjeska Monteith, 1899-1992","","1953","4 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","04379","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3988",3988.0,"4298.cpd","/mmsimkins/image/4298.cpd","1953","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Good Samaritan Waverly Hospital, Donor Lists, Notes, Expenditure Reports, 1943-1950 and ND","Simkins, Modjeska Monteith, 1899-1992","","1943-1950","28 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","04324","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4040",4040.0,"4350.cpd","/mmsimkins/image/4350.cpd","1943","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Journal and Guide, Norfolk, VA, Columns, June-September, 1947","Simkins, Modjeska Monteith, 1899-1992","","1947","12 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","04531","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4115",4115.0,"4425.cpd","/mmsimkins/image/4425.cpd","1947","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Journal and Guide, Norfolk, VA, Columns, January-May, 1947","Simkins, Modjeska Monteith, 1899-1992","","1947","19 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","04445","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4201",4201.0,"4511.cpd","/mmsimkins/image/4511.cpd","1947","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, International Women's Year, 1977","Simkins, Modjeska Monteith, 1899-1992","","1977","9 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","04389","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4254",4254.0,"4564.cpd","/mmsimkins/image/4564.cpd","1977","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Journal and Guide, Norfolk, VA, Columns, October-December, 1947","Simkins, Modjeska Monteith, 1899-1992","","1947","8 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","04612","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4303",4303.0,"4613.cpd","/mmsimkins/image/4613.cpd","1947","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Midlands Boys Club, 1945-1960","Simkins, Modjeska Monteith, 1899-1992","","1945-1960","3 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","04865","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4317",4317.0,"4627.cpd","/mmsimkins/image/4627.cpd","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, 1951-1952","Simkins, Modjeska Monteith, 1899-1992","","1951-1952","49 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","04950","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4444",4444.0,"4754.cpd","/mmsimkins/image/4754.cpd","1951","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, 1953-1954","Simkins, Modjeska Monteith, 1899-1992","","1953-1954","72 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05085","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4561",4561.0,"4871.cpd","/mmsimkins/image/4871.cpd","1953","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Midlands Boys Club, 1961 and ND","Simkins, Modjeska Monteith, 1899-1992","","1961","12 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","04845","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4581",4581.0,"4891.cpd","/mmsimkins/image/4891.cpd","1961","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, Feb.-Sept. 1955","Simkins, Modjeska Monteith, 1899-1992","","1955","24 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05205","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4635",4635.0,"4945.cpd","/mmsimkins/image/4945.cpd","1955","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, Feb.-Sept. 1955","Simkins, Modjeska Monteith, 1899-1992","","1955","103 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05261","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4780",4780.0,"5090.cpd","/mmsimkins/image/5090.cpd","1955","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, 1970-1979","Simkins, Modjeska Monteith, 1899-1992","","1970-1979","23 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05568","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4830",4830.0,"5140.cpd","/mmsimkins/image/5140.cpd","1970","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, No Date, Folder 2","Simkins, Modjeska Monteith, 1899-1992","","","39 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05789","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4948",4948.0,"5258.cpd","/mmsimkins/image/5258.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, No Date, Folder 1","Simkins, Modjeska Monteith, 1899-1992","","","30 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05690","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5027",5027.0,"5337.cpd","/mmsimkins/image/5337.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, 1960-1969","Simkins, Modjeska Monteith, 1899-1992","","1960-1969","24 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05481","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5086",5086.0,"5396.cpd","/mmsimkins/image/5396.cpd","1960","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, 1956-1959","Simkins, Modjeska Monteith, 1899-1992","","1956-1959","41 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05414","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5148",5148.0,"5458.cpd","/mmsimkins/image/5458.cpd","1956","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Richland County Council, January-August 1966","Simkins, Modjeska Monteith, 1899-1992","","1966","7 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","Simkins, Modjeska, 1899-1992;Columbia (S.C.)","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","06917","Sarah Funk","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5160",5160.0,"5470.cpd","/mmsimkins/image/5470.cpd","1966","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, No Date, Folder 3","Simkins, Modjeska Monteith, 1899-1992","","","43 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05921","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5229",5229.0,"5539.cpd","/mmsimkins/image/5539.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, Programs, State Conferences, 1970-1983","Simkins, Modjeska Monteith, 1899-1992","","1970-1983","6 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","Simkins, Modjeska, 1899-1992;Columbia (S.C.)","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","06315","Sarah Funk","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5294",5294.0,"5604.cpd","/mmsimkins/image/5604.cpd","1970","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Republican Party, 1938-1951","Simkins, Modjeska Monteith, 1899-1992","","1938-1951","22 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","Simkins, Modjeska, 1899-1992;Columbia (S.C.)","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","06619","Sarah Funk","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5361",5361.0,"5671.cpd","/mmsimkins/image/5671.cpd","1938","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, NAACP v. South Carolina Politicians, 1988","Simkins, Modjeska Monteith, 1899-1992","","1988","1 item","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","06046","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5494",5494.0,"5804.cpd","/mmsimkins/image/5804.cpd","1988","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Richland County Council, 1971 and 1985","Simkins, Modjeska Monteith, 1899-1992","","1971;1985","2 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","Simkins, Modjeska, 1899-1992;Columbia (S.C.)","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","06736","Sarah Funk","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5543",5543.0,"5928.cpd","/mmsimkins/image/5928.cpd","1971","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, Bulletin, """"NAACP Bulletin""""","Simkins, Modjeska Monteith, 1899-1992","","","13 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","05996","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5589",5589.0,"5974.cpd","/mmsimkins/image/5974.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Property Records, 1939-1991","Simkins, Modjeska Monteith, 1899-1992","","1939-1991","30 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","Simkins, Modjeska, 1899-1992;Columbia (S.C.)","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","06550","Sarah Funk","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5654",5654.0,"6039.cpd","/mmsimkins/image/6039.cpd","1939","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, Programs, State Conferences, 1955-1967","Simkins, Modjeska Monteith, 1899-1992","","1955-1967","5 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","Simkins, Modjeska, 1899-1992;Columbia (S.C.)","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","06182","Sarah Funk","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5696",5696.0,"6081.cpd","/mmsimkins/image/6081.cpd","1955","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, National Association for the Advancement of Colored People, Programs, State Conferences, 1958-1967","Simkins, Modjeska Monteith, 1899-1992","","1955-1967","5 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","Simkins, Modjeska, 1899-1992;Columbia (S.C.)","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","06249","Sarah Funk","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5757",5757.0,"6142.cpd","/mmsimkins/image/6142.cpd","1955","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Respite House, 1989-1990","Simkins, Modjeska Monteith, 1899-1992","","1989-1990","9 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","Simkins, Modjeska, 1899-1992;Columbia (S.C.)","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","06693","Sarah Funk","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/5798",5798.0,"6183.cpd","/mmsimkins/image/6183.cpd","1989","",0,False,False,False,True,False,"['Empty Transcript']","[]"
