Subset Index,Original Index,Title,Creator,Contributors,Date,Approximate Date,Source,Subject,Local Subject,S.C. County,Description,Extent,Digital Collection,Website,Contributing Institution,Rights,Time Period,Geographic Location,Language,Digitization Specifications,Date Digital,Type,Format,Media Type,Identifier,Note,Digital Assistant,Cleaned Transcript,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Year
84,3084,"Letter to Mr. James M. Hinton from Theron L. Caudle, January 5, 1946",,"McCray, John Henry, 1910-1987",16807,,Manuscripts; Accession 11294.,NAACP,,,"A letter to Mr. James M. Hinton from Theron L. Caudle sent on January 5, 1946.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-07-028,,Joshua Schutzenhofer,"DEPARTMENT OF JUSTICE
Washington 25, D. C.

January 5, 1946

Mr. James M. Hinton, President
South Carolina State Conference of NAACP
P. O. Box 1145
Columbia, South Carolina

Dear Mr. Hinton,

This acknowledges your letter of December 21, 1945, concerning the refusal of election officials in Marion County, South Carolina, to permit Negroes to register for voting. This matter will have my immediate attention.

Your letter states that you will be glad to furnish affidavits concerning the circumstances, and I will appreciate receiving detailed information in affidavit form.

Respectfully,
For the Attorney General

Theron L. Caudle
Assistant Attorney General",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4039,4039,4388.jp2,/p17173coll38/image/4388.jp2,1946
87,3096,"Letter to Mr. Julian Morgan from John Henry McCray, July 8, 1948",,"McCray, John Henry, 1910-1987",17721,,Manuscripts; Accession 11294.,,,,"A letter to Mr. Julian Morgan from John H. McCray sent on July 8, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Mullins, Marion County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-07-058,,Joshua Schutzenhofer,"July 8, 1948

Mr. Julian Morgan
P. O. Box 26
Mullins, S.C.

Dear Mr. Morgan,

This acknowledges receipt of one hundred dollars ($100.00) from Progressive Democrats in Marion County. This money is being turned over to State Treasurer J. C. Artanus, who will issue an official receipt, and will be credited against the 1948 assessment of Marion County.

We are making good progress and suggest to you to continue raising money which can be used in your own area or elsewhere in the state to finish the battle.

Sincerely yours,
John H. McCray",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4069,4069,4418.jp2,/p17173coll38/image/4418.jp2,1948
88,3103,"Letter to Mr. Julien Morgan from John Henry McCray, September 14, 1948",,"McCray, John Henry, 1910-1987",17789,,Manuscripts; Accession 11294.,,,,"A letter to Mr. Julien from John H. McCray sent on September 14, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Mullins, Marion County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-07-065,,Joshua Schutzenhofer,"September 14, 1948

Mr. Julien Morgan
P. O. Box 26
Mullins, S. C.

Dear Mr. Morgan,

This is to acknowledge and thank you for your very fine support for the Re-elect Truman Campaign, and the amount of $250.00 from Marion County. We are very pleased to receive this report; however, we note a discrepancy of $20.00 in the breakdown of precincts, which totals $270.00, while the money orders are for $250.00. Please let us hear from you concerning this so that we can give Marion County the proper credit.

Again, thank you, and we hope that you in your county will continue to work until the end of the campaign.

Sincerely yours,
John H. McCray
State Director",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4076,4076,4425.jp2,/p17173coll38/image/4425.jp2,1948
89,3107,"Letter to Mr. J. Henry McCray from M. A. Morgan, October 2, 1948",,"McCray, John Henry, 1910-1987",17808,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from M. A. Morgan sent on October 2, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Mullins, Marion County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-07-069,,Joshua Schutzenhofer,"Box 26
Mullins, S.C.
Oct. 2, 1948

Mr. J. H. McCray
1022 Washington St.
Columbia, S. C.

Dear Mr. McCray,

I have received $18.00 from the Progressive Club of Aiken, A. D. Smith, Box 49, Aiken, S.C.

We would like for you to give the amount of money raised by Marion County in the Truman Drive and also the names of those who contributed in the next issue of your paper. I thought we did extremely well.

Sincerely,
M. A. Morgan",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4080,4080,4429.jp2,/p17173coll38/image/4429.jp2,1948
90,3108,"Letter to Reverand J. E. Grice from John Henry McCray, October 15, 1948",,"McCray, John Henry, 1910-1987",17821,,Manuscripts; Accession 11294.,,,,"A letter to Reverand J. E. Grice from John H. McCray sent on October 15, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Marion, Marion County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-07-072,,Joshua Schutzenhofer,"October 15, 1948

Rev. J. E. Grice
Route 3, Box 77
Marion, South Carolina

Dear Rev. Grice,

This acknowledges receipt of your letter and dollar for the Campaign to Re-elect President Truman. We thank you very much, and are glad to know we can count on your vote on November 2.

Sincerely yours,
John H. McCray
State Director",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4083,4083,4432.jp2,/p17173coll38/image/4432.jp2,1948
94,3164,"Re-elect Truman Committee, August 19, 1948",,"McCray, John Henry, 1910-1987",17763,,Manuscripts; Accession 11294.,,,,"A document listing the people that donated money to the Re-elect Truman Committee on August 19, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Orangeburg, Orangeburg County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-11-038,,Joshua Schutzenhofer,"RE-ELECT TRUMAN COMMITTEE
John H. McCray, Director
1022 Washington Street
Columbia, South Carolina

Sidney S. Toom, Field Chairman
Orangeburg County
R. D. 1, Box 81
Orangeburg, South Carolina

August 19, 1948

The undersigned persons herewith pledge their vote on November 2, 1948, and give the amount listed as their contribution to the National Campaign to re-elect Truman.",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4173,4173,4522.jp2,/p17173coll38/image/4522.jp2,1948
95,3166,"Re-elect Truman Committee, August 19, 1948",,"McCray, John Henry, 1910-1987",17763,,Manuscripts; Accession 11294.,,,,"A document listing the people that donated money to the Re-elect Truman Committee on August 19, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Orangeburg, Orangeburg County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-11-041,,Joshua Schutzenhofer,"RE-ELECT TRUMAN COMMITTEE
John H. McCray, Director
1022 Washington Street
Columbia, South Carolina

August 19, 1948

Sidney S. Toom, Field Chairman
Orangeburg County
R. D. 1, Box 81
Orangeburg, South Carolina

The undersigned persons herewith pledge their vote on November 2, 1948, and give the amount listed as their contribution to the National Campaign to re-elect Truman.",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4176,4176,4525.jp2,/p17173coll38/image/4525.jp2,1948
96,3167,"Re-elect Truman Committee, August 19, 1948",,"McCray, John Henry, 1910-1987",17763,,Manuscripts; Accession 11294.,,,,"A document listing the people that donated money to the Re-elect Truman Committee on August 19, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Orangeburg, Orangeburg County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-11-042,,Joshua Schutzenhofer,"RE-ELECT TRUMAN COMMITTEE
John H. McCray, Director
1022 Washington Street
Columbia, South Carolina

August 19, 1948

Sidney S. Toom, Field Chairman
Orangeburg County
R. D. 1, Box 81
Orangeburg, South Carolina

The undersigned persons herewith pledge their vote on November 2, 1948, and give the amount listed as their contribution to the National Campaign to",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4177,4177,4526.jp2,/p17173coll38/image/4526.jp2,1948
97,3172,"Letter to Mr. Sidney S. Tobin from John Henry McCray, September 25, 1948",,"McCray, John Henry, 1910-1987",17800,,Manuscripts; Accession 11294.,,,,"A letter to Mr. Sidney S. Tobin from John H. McCray sent on September 25, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Orangeburg, Orangeburg County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-11-056,,Joshua Schutzenhofer,"September 25, 1948

Mr. Sidney S. Tobin
Route 1, Box 81
Orangeburg, S.C.

Dear Mr. Tobin,

Thank you for your letter of September 24 and the kind invitation to speak at the county-wide “Truman for President” rally at the Mt. Pisgah Baptist Church. You failed, however, to state in your letter what Friday night this meeting is to take place. Please send us this information as soon as possible.

Sincerely yours,
John H. McCray
State Director
Re-elect Truman Committee",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4191,4191,4540.jp2,/p17173coll38/image/4540.jp2,1948
99,3182,"Letter from Sidney S. Tobin, September 24, 1948, Page 2",,"McCray, John Henry, 1910-1987",17799,,Manuscripts; Accession 11294.,,,,"A letter from Sidney S. Thompson sent on September 24, 1948.",1 item ; Page 2 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),,English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-11-072,,Joshua Schutzenhofer,"September 24, 1948

Dear Pastor and Christian Friends,

The progressive, militant, and dynamic leader, Mr. John H. McCray, Editor of the Lighthouse and Informer, will speak to the citizens of Orangeburg on Friday night, October 1, at Mt. Pisgah Baptist Church at 8:00 p.m. You are invited to attend.

Sidney S. Tobin",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4207,4207,4556.jp2,/p17173coll38/image/4556.jp2,1948
100,3189,"Letter to the Business Manager of the Spartanburg Herald from John Henry McCray, September 14, 1944",,"McCray, John Henry, 1910-1987",16328,,Manuscripts; Accession 11294.,,,,"A letter to the Business Manager of the Spartanburg Herald from John H. McCray sent on September 14, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Spartanburg, Spartanburg County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-14-002,,Joshua Schutzenhofer,"September 14, 1944

Business Manager
Spartanburg Herald
Spartanburg, South Carolina

Dear Sir,

Would you be so kind as to send to us your political advertising rates? We are in need of this information to plan our budget for our coming fall campaign.

Sincerely yours,
John H. McCray
State Chairman",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4225,4225,4661.jp2,/p17173coll38/image/4661.jp2,1944
103,3270,"Letter to John Henry McCray from S. J. McDonald, May 15, 1944",,"McCray, John Henry, 1910-1987",16206,,Manuscripts; Accession 11294.,,,,"A letter to John H. McCray from S .J. McDonald sent on May 15, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-15-002,,Joshua Schutzenhofer,"DISTRICT SUPERINTENDENT
Rev. E. C. Wright
Post Office Box 588
Sumter, S. C.

Board of Lay Activities of The Sumter District of The Central Jurisdiction of The Methodist Church

Mr. S. J. McDonald, District Lay Leader
211 Oakland Avenue
Sumter, S. C.

ASSOCIATE DISTRICT LAY LEADERS
Mr. Roosevelt Davis
Lamar, S. C.
Mr. W. E. Keels
Route 2
Lynchburg, S. C.",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4386,4386,4909.jp2,/p17173coll38/image/4909.jp2,1944
105,3274,"Letter to the business manager of the Anderson Independent from John Henry McCray, September 14, 1944",,"McCray, John Henry, 1910-1987",16328,,Manuscripts; Accession 11294.,,,,"A letter to the business manager of the Anderson Independent from John H. McCray sent on Septemeber 14, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Anderson, Anderson County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-15-007,,Joshua Schutzenhofer,"September 14, 1944

Manager
Anderson, South Carolina

Dear Sir,

Would you be so kind as to send to us your political advertising rates? We are in need of this information to plan our budget for our coming campaign.

Sincerely yours,
John H. McCray
State Chairman",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4391,4391,4914.jp2,/p17173coll38/image/4914.jp2,1944
107,3277,"Letter to the business manager of the Charleston Evening Post from John Henry McCray, September 14, 1944",,"McCray, John Henry, 1910-1987",16328,,Manuscripts; Accession 11294.,,,,"A letter to the business manager of the Charleston Evening Post from John H. McCray sent on September 14, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Charleston, Charleston County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-15-010,,Joshua Schutzenhofer,"September 14, 1944

Business Manager
Charleston Evening Post
134 Meeting Street
Charleston, South Carolina

Dear Sir,

Would you be so kind as to forward to us your political advertising rates? We are in need of this information to plan our budget for our coming fall campaign.

Sincerely yours,
John H. McCray
State Chairman",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4394,4394,4917.jp2,/p17173coll38/image/4917.jp2,1944
108,3280,"Letter to the Business Manager of the Greenville News from John Henry McCray sent on September 14, 1944.",,"McCray, John Henry, 1910-1987",16328,,Manuscripts; Accession 11294.,,,,"A letter to the Business Manager of the Greenville News from John H. McCray sent on September 14, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Greenville, Greenville County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-15-013,,Joshua Schutzenhofer,"September 14, 1944

Business Manager
Greenville News
Greenville, South Carolina

Dear Sir,

Would you be so kind as to send to us your political advertising rates? We are in need of this information to plan our budget for our coming fall campaign.

Sincerely yours,
John H. McCray
State Chairman",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4397,4397,4920.jp2,/p17173coll38/image/4920.jp2,1944
109,3283,"Letter to the Business Manager of the Palmetto Leader from John Henry McCray, September 14, 1944",,"McCray, John Henry, 1910-1987",16328,,Manuscripts; Accession 11294.,,,,"A letter to the Business Manager of the Palmetto Leader from John H. McCray sent on September 14, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-15-016,,Joshua Schutzenhofer,"September 14, 1944

Business Manager
Palmetto Leader
1310 Assembly Street
Columbia, South Carolina

Dear Sir,

Would you be so kind as to send to us your political advertising rates? We are in need of this information to plan our budget for our coming fall campaign.

Sincerely yours,
John H. McCray",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4400,4400,4923.jp2,/p17173coll38/image/4923.jp2,1944
112,3289,"Letter to Dr. S. J. McDonald from John Henry McCray, July 1, 1946",,"McCray, John Henry, 1910-1987",16983,,Manuscripts; Accession 11294.,,,,"A letter to Dr. S. J. McDonald from John H. McCray sent on July 1, 1946.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Sumter, Sumter County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-15-024,,Joshua Schutzenhofer,"July 1, 1946

Dr. S. J. McDonald
211 West Oakland Avenue
Sumter, South Carolina

Dear Dr. McDonald,

Thank you very much for the affidavits anent refusals to enroll citizens in your county. These were turned over to Mr. Hinton this morning for processing and subsequent placement with the Department of Justice.

It is my hope that your program is going well. I should like also to discuss with you as early as possible a program for the Second Congressional District, which you have the honor to serve as chairman.

Sincerely yours,
John H. McCray",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4408,4408,4931.jp2,/p17173coll38/image/4931.jp2,1946
113,3308,"Letter to Reverand T. Henry Harris from John Henry McCray, June 14, 1948",,"McCray, John Henry, 1910-1987",17697,,Manuscripts; Accession 11294.,,,,"A letter to Reverand T. H. Harris from John H. McCray sent on June 14, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"York, York County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-18-009,,Joshua Schutzenhofer,"June 14, 1948

Sergt. T. E. Harris
202 W. California Street
York, South Carolina

Dear Mr. Harris,

It was a sincere pleasure to have met and been with you, Mrs. Harris, and Locey, and to have received the generous and much appreciated kindnesses in your home on yesterday. I look forward to working further with you along lines of interest to both of us.

I would like to have you assist us in establishing the Progressive Democrats in York, an organization sorely needed if York is to do effective work on voting. Please let me hear from you.

Sincerely yours,
John H. McCray

cc: Mr. A. J. Clement, Jr.",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4435,4435,4958.jp2,/p17173coll38/image/4958.jp2,1948
114,3311,"Letter to Mr. John Henry McCray from T. Henry Harris, June 25, 1948",,"McCray, John Henry, 1910-1987",17708,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from T. H. Harris sent on June 25, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"York, York County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-18-012,,Joshua Schutzenhofer,"202 West California St
York, South Carolina
June 25, 1948

Mr. John H. McCray
1022 Washington St.
Columbia 20, South Carolina

Dear Mr. McCray,

I received your letter of June 17th and also the letter of June 21st, and I am indeed glad to hear from you.

Mr. McCray, I understand, according to your letter of June 21st, that I am to make a report to you by July 1, and the quotas for each county have been sent to me. But the quotas have not been sent to me; if so, I have not received them. Nevertheless, we will do our best by July 1, 1948.

And too, I have organized a Progressive Democratic Club here in the town of York, S. C., and the organization has about 43 members. Mr. McCray, I am sending to you a list of the names of the officers of the Progressive Democratic Club of the town of York, S. C.

Sincerely yours,
T. H. Harris",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4438,4438,4961.jp2,/p17173coll38/image/4961.jp2,1948
115,3322,"Re-elect Truman Committee, August 16, 1948",,"McCray, John Henry, 1910-1987",17760,,Manuscripts; Accession 11294.,,,,"A document listing people that have pledged their vote and some money to the Re-elect Truman Committee on August 16, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-18-024,,Joshua Schutzenhofer,"RE-ELECT TRUMAN COMMITTEE
John H. McCray, Director
1022 Washington Street
Columbia, South Carolina

August 16, 1948

The undersigned persons herewith pledge their vote on November 2, 1948, and give the amount listed as their contribution to the National Campaign to Re-elect Truman:

Amount  Name  Address",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4450,4450,4973.jp2,/p17173coll38/image/4973.jp2,1948
116,3323,"Re-elect Truman Committee, August 16, 1948",,"McCray, John Henry, 1910-1987",17760,,Manuscripts; Accession 11294.,,,,"A document listing people that have pledged their vote and some money to the Re-elect Truman Committee on August 16, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-18-025,,Joshua Schutzenhofer,"RE-ELECT TRUMAN COMMITTEE
John H. McCray, Director
1022 Washington Street
Columbia, South Carolina

August 16, 1948

The undersigned persons herewith pledge their vote on November 2, 1948, and give the amount listed as their contribution to the National Campaign to Re-elect Truman:",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4451,4451,4974.jp2,/p17173coll38/image/4974.jp2,1948
