"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"The Ninety-Second Commencement Exercises program, May 24, 1962, Page 2","","McCray, John Henry, 1910-1987","1962-05-23 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","The program for the Ninety-Second Commencement on May 24, 1962.","1 item ; Page 2 of 4","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-026","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5947",5947.0,"6557.jp2","/p17173coll38/image/6557.jp2","1962","Programme    PRESIDENT H. E. WRIGHTΓÇöPresiding    PROCESSIONALΓÇöΓÇ£War March of the PriestsΓÇ¥ ∩┐╝ Mendelssohn    HYMN 0 God, Our Help In Ages Past    INVOCATION ∩┐╝ Dr. F. C. James  SCRIPTURE ∩┐╝ Dr. H. B. Butler  CHORAL RESPONSE    MUSICΓÇöΓÇ£Sang and RejoiceΓÇ¥ ∩┐╝ James  Allen University Choir    INTRODUCTION OF SPEAKER∩┐╝President H. E. Wright  ADDRESS Attorney John H. Wheeler∩┐╝    President, Mechanics and Farmers Bank  Durham, North Carolina  MUSICΓÇöΓÇ£I Will Give ThanksΓÇ¥ ∩┐╝ Rossini  Pauline Harper, Soloist  Allen University Choir    CONFERRING OF DEGREES    MUSIC ∩┐╝ΓÇö∩┐╝ ΓÇ£Fare Ye WellΓÇ¥    Allen University Choir  John Singleton, Soloist    PRESENTATION OF BISHOP CARY A. GIBBS    President H. E. Wright  Chairman, Board of Trustees    ANNOUNCEMENTS    MUSICΓÇöΓÇ£The Hallelujah ChorusΓÇ¥ (From the ΓÇ£MessiahΓÇ¥)ΓÇöHandel  Allen University Choir    BENEDICTION Bishop C. A. Gibbs    RECESSIONAL    (Audience Please Remain Seated)    ∩┐╝    ∩┐╝    ∩┐╝ ΓÇÿO God Our Help in Ages PastΓÇ¥    0 God, our help in ages past,    Our hope for years to come,    Our shelter from the stormy blast,  And our eternal home:    Before the hills in order stood,  Or earth received her frame,  From everlasting thou art God,  To endless years the same.    O God, our help in ages past,    Our hope for years to come,    Be thou our guard while life shall last,  And our perpetual home!    ALLEN UNIVERSITY ALMA MATER    Allen, to thee we lift our hearts and Voices.    Allen, to thee lifeΓÇÖs choicest gifts we pray,    And ever as we leave thy dear walls and halls so steeped in glory  Guard well thy children; guard and guide us on our way.    Guard well thy children; guard and guide us on our way.    When other sons so true and daughters loyal    Shall to their Alma Mater shout praises free,    We too shall ever stand at thy side and sing aloud forever:    Allen, fair Mother, we pledge our love to thee,    Allen, fair Mother, we pledge our love to thee.",1542,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇö', 'ΓÇöΓÇ£', 'ΓÇ¥', '∩┐╝', '∩┐╝', '∩┐╝', 'ΓÇöΓÇ£', 'ΓÇ¥', '∩┐╝', '∩┐╝', '∩┐╝', 'ΓÇöΓÇ£', 'ΓÇ¥', '∩┐╝', '∩┐╝ΓÇö∩┐╝', 'ΓÇ£', 'ΓÇ¥', 'ΓÇöΓÇ£', 'ΓÇ¥', 'ΓÇ£', 'ΓÇ¥', 'ΓÇö', '∩┐╝', '∩┐╝', '∩┐╝', 'ΓÇÿ', 'ΓÇ¥', 'ΓÇÖ']"
"The Ninety-Second Commencement Exercises program, May 24, 1962, Page 3","","McCray, John Henry, 1910-1987","1962-05-23 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","The program for the Ninety-Second Commencement on May 24, 1962.","1 item ; Page 3 of 4","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-027","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5948",5948.0,"6558.jp2","/p17173coll38/image/6558.jp2","1962","I    CANDIDATES FOR GRADUATIONΓÇöMAY 1962    BACHELOR OF ARTS    Pearline Vivian Amaker  Billy Matthew Bean  Antonio Maceo Bonner  Nettie Mae Brogdon  Eddie Dwane Ford  Miniam Eliza Frederick  Leotha Hilton Gipson  *ΓÇöCarl Baynes Hughes  George Drummond Hamilton  Ruth Loretta Jenkins  *ΓÇöEloise Jones    BACHELOR    Dorthulla Anderson  Georgianna Anderson  Elizabeth Clotelle Ashford  *ΓÇöTheola White Baylor ,  Ernest Belton  Agnes Etta Boyd  Sarah Jean Bromell  Betty Jean Bryant  Francina Bryant    Francella Burroughs  John Burrows, Jr.  *ΓÇöFrederick Adetokunbo    Christian    Isabel Washington Coleman  Mary Ila Couser    William Roland Drummond  Shirley Ann Earle  Richard Elmore  Joan Barbara Foard    Rupert Augustus Brown, Jr.  Patricia Moore Fulmore  Joseph Elias Grant  Andrew Gray, Jr.    Woodrow Ted Lewis  Evelyn Gail McIntosh  Frank Maddox, Jr.    Virginia Lucille Montgomery  *ΓÇöYvonne Robinson  Dorothy Albertine Ryan  *ΓÇöNecia Patricia Smith  Evelyn Ruth Walker  *ΓÇöAudrey Sterlita Weaver  Gardenia Elizabeth Wilson    OF SCIENCE    Carolyn Lamar Lyles    *ΓÇöFrances Virginia McCardell  Abraham McGill  Reddrick Linwood Martin  Sue Roella Martin  Gloria Jean Massey  Elijah Joshua Millsaps, Jr.  John Wesley Moore  Emily Newton    Leila Gertrude Owens  Chester Delaine Paige  Oliver King Perry, Jr.    Maceo Sylvester Pickett  Margaret Elizabeth Rabb  Henry Sylvester Reeder  Rhudine Washington Robinson  James Hamilton Scott  Gertie Bell Simmons  Emma Wright Singletary  Josh Smith, Jr.    Anna Brown Thaxton  **ΓÇöPearl Patricia Tatum  *ΓÇöCharles John Thomas",1279,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇö', '*ΓÇö', '*ΓÇö', '*ΓÇö', '*ΓÇö', '*ΓÇö', '*ΓÇö', '*ΓÇö', '*ΓÇö', '**ΓÇö', '*ΓÇö']"
"The Ninety-Second Commencement Exercises program, May 24, 1962, Page 4","","McCray, John Henry, 1910-1987","1962-05-23 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","The program for the Ninety-Second Commencement on May 24, 1962.","1 item ; Page 4 of 4","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-028","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5949",5949.0,"6559.jp2","/p17173coll38/image/6559.jp2","1962","Marguerite Guess    Thomas Nelson Hall    *'ΓÇöMary Lee Haynes    Walter Howell    Lawrence Hughes, Jr.    Alex Humphrey, Jr.    *ΓÇöVeronica Hope Hunter    John Wesley Jackson, Jr.    *ΓÇöPhoebe Rubens Johnson  Kedric Edward Jones. Jr.    Frank Kennedy    Gallant Lee    *ΓÇöWendell Louis Thompson  Marthenia Tisdale    Margaret Laverne Tucker    Juanita Veal    Mae Frances Waring    Shirley Washington    Carrol Watson    Forest Randolph Williams    Gladys Ann Williams    Martha Louise Williams    Tommy Lee Williams    Bobby Ray Young    BACHELOR OF DIVINITY    *ΓÇöRichard Daniel Ansah    *-ΓÇöWilliam Wash Cooper    *ΓÇóΓÇöJohn Harold Gillison    James Elliott Moody  ***ΓÇöWillie Olando-Price    CANDIDATES FOR HONORARY DEGREES    DOCTOR OF LETTERS    Lewis C. Dowdy    DOCTOR OF HUMANITIES    Miller Hamilton Johnson    *ΓÇöCum Laude    **ΓÇöCum Laude with the highest average    ***ΓÇöMagna Cum Laude",696,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇö', '*ΓÇö', '*ΓÇö', '*ΓÇö', '*ΓÇö', 'ΓÇö', '*ΓÇóΓÇö', '***ΓÇö', '*ΓÇö', '**ΓÇö', '***ΓÇö']"
"Letter to Mr. John McCray from Howard E. Right, September 21, 1962","","McCray, John Henry, 1910-1987","1962-09-20 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A letter to Mr. John H. McCray from Howard E. Right sent on September 21, 1962.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-029","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5950",5950.0,"6560.jp2","/p17173coll38/image/6560.jp2","1962","HOWARD E. WRIGHT    UNDER THE AUSPICES OF THE  AFRICAN METHODIST EPISCOPAL CHURCH    PRESIDENT    Allini llmfrcrsrtu    (Enlunihia 4, ^nuih (Carolina    OFFICE OF THE PRESIDENT    September 21, 1962    Mr. John McCray    P. O. Box l|011    Columbia, South Carolina    Dear Friend:    Enclosed is a complimentary season-ticket to all home-games  played by the Allen University football team.    We trust you will enjoy these games with us.    77 ΓÇö    Howard E. Wright    Howard E. Wright  President    HEW/a    Encl.",391,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['ΓÇö', 'l|011']"
"Letter to Mr. McCray from H. E. Wright, October 2, 1962","","McCray, John Henry, 1910-1987","1962-10-01 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A letter to Mr. McCray from H. E. Wright sent on October 2, 1962.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-030","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5951",5951.0,"6561.jp2","/p17173coll38/image/6561.jp2","1962","TO: Mr. McCray    FROM: H. E. Wright    October 2, 1962    JOTTINGS FOR NEWS ARTICLE    Allen UniversityΓÇÖs indebtedness has been reduced by $103,000.    A $30,000 withholding tax has been paid to the government    $15,000 has been repaid to the Allen University Endowment Fund.    (This money had been borrowed for current operating expenses previously)    Over $4,000 had been borrowed from the plant fund. This has been repaid.    The summer of 1961, $25,000 had been borrowed to run the school during  the summer, which was paid during the first year of my administration.    Allen owend $67,000 to the merchants and its credit was not the very best,  but in this past year $40,000 has been paid on these back debts, reducing  the accounts payable to $27,000 while maintaining and paying all current  obligations.",655,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇÖ']"
"Allen University Athletic Pass, Mr. & Mrs. John H. McCray, Page 1","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Allen University","","","The Allen University Athletic Pass of Mr. and Mrs. John H. McCray.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-031","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5952",5952.0,"6562.jp2","/p17173coll38/image/6562.jp2","","1962 Athletic Pass 1963    Allen Univer    ΓÇö Columbia, S. C.    IS ADMITTED TO  ALLEN U    L ATHLETIC CONTESTS OF    VERSITY PLAYED OM    HURST ALUMNI FIELD.    ji y Swinton director of athletics    CHAIRMAN OF ATHLETIC COMMITTEE",172,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇö']"
"Immediate Release, Department of Public Information, Allen University, October 15, 1962, Page 1","","McCray, John Henry, 1910-1987","1962-10-14 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","An immediate release from the Allen University Department of Public Information made on October 15, 1962.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-034","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5955",5955.0,"6565.jp2","/p17173coll38/image/6565.jp2","1962","FOR IMMEDIATE RELEASE    FROM: DEPERTMENT OF PUBLIC INFORMATION  ALLEN UNIVERSITY  COLUMBIA, SOUTH CAROLINA    OCTOBER 17, 1962    COLUMBIA, S.C. ΓÇö Alldn University has launched a  campaign to build a menΓÇÖs dormitory, possibly by the end    of 1963, Dr. Howard E. Wright, president, announced Monday.    The new dormitory, which will house 276 students, will    located near the site of Higgins Hall, destroyed earlier this {  Γûá&gt;    year by fire, rhn Higgins Hall itself was the principal    building of the old DeLoache Sanitorium, which had been con┬¼    veyed to the university several years earlier.    The dormitory is to be financed jointly by a loan and    other funds contributed by friends and the African Methodist    Church which sponsors the university. The Allen University    Alumni Association, t gether with Dr. Wright, is presently",687,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['ΓÇö', 'ΓÇÖ', 'Γûá&', '┬¼', 'Γûá&gt']"
"Immediate Release, Department of Public Information, Allen University, October 16, 1962","","McCray, John Henry, 1910-1987","1962-10-15 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","An immediate release from the Allen University Department of Public Information made on October 16, 1962.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-036","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5957",5957.0,"6567.jp2","/p17173coll38/image/6567.jp2","1962","FOR IMMEDIATE RELEASE    FROM: DEPARTMENT OF PUBLIC INFORMATION    ALLEN UNIVERSITY    COLUMBIA, SOUTH CAROLINA    October 16, 1962    COLUMBIA, S.C. -- J. Otis Haywood, Jr., native of St. Helena  Island and an experienced college business executive, has been  appointed Administrative Dean of Allen University, Dr. Howard E.  Wright, president, announced today.    Dean Haywood comes to the University from Miami, Florida, where  he was Assistant Administrative Dean of the Dade County Junior  College. Prior to that position he was Business Manager for the  Vocational Division of Dade County.    He had been Accountant at Tougaloo College, Tougaloo, Miss.,  worked at Leland College, Baker, La. and held other prior posts.    Completing graduate training in College Management, Dean  Haywood was educated in the New York City public schools, Voorhees  Junior College, Denmark, S.C.; Hampton Institute, Hampton, Va.;  the University of Omaha, Omaha, Neb.; and has studied at Louisiana  State University, Baton Rouge, La; and the University of Miami,  Coral Gables, Fla.    He is married to the former Miss Ora Lee Nottage. They have  three children.    -30-",947,False,False,False,False,True,"[]","[]"
"Immediate Release, Department of Public Information, Allen University, October 16, 1962, Page 1","","McCray, John Henry, 1910-1987","1962-10-15 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","An immediate release from the Allen University Department of Public Information made on October 16, 1962.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-037","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5958",5958.0,"6568.jp2","/p17173coll38/image/6568.jp2","1962","FOR IMMEDIATE RELEASE    From: DEPARTMENT OF PUBLIC INFORMATION  ALLEN UNIVERSITY  COLUMBIA, SOUTH CAROLINA    October 16, 1962    COLUMBIA, S.C. ΓÇö J. Otis Haywood, native of St. Helena    Island and an experienced College business executive, has    been appointed administrative dean of Allen University, Dr.    Howard E. Wright, president, announced today.    Dean Haywood cones to the university from Miami,Fla.,    where he was assistant administrative dean of the Dade County    Junior College. Prior to that position he was business manager    for the Vocational Division of Dade County,    He had been accountant at Tongaloo College, Tougaloo, Miss.,    worked at Leland College, Baker, La. and held other prior posts.    Holding the Master De ree in College Management, Dean    Haywood was educated in the Now York City public schools,",680,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇö']"
"Immediate Release, Department of Public Information, Allen University, October 16, 1962, Page 2","","McCray, John Henry, 1910-1987","1962-10-15 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","An immediate release from the Allen University Department of Public Information made on October 16, 1962.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-038","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5959",5959.0,"6569.jp2","/p17173coll38/image/6569.jp2","1962","dean haywood page two    Voorhees Junior College, Denmark; Hampton Institute, Hampton,Va,;  the University of Omaha, Omaha, Neb,; and has studied at  Louisiana State University, Baton Rouge, La.; and the University  of Miami, Coral Gables, Fla.    He is married to the former Miss Ora Lee Nottage. They  have three children.    - 30 -",270,False,False,False,False,True,"[]","[]"
"Immediate Release, Department of Public Information, Allen University, October 16, 1962, Page 1","","McCray, John Henry, 1910-1987","1962-10-15 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","An immediate release from the Allen University Department of Public Information made on October 16, 1962.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-039","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5960",5960.0,"6570.jp2","/p17173coll38/image/6570.jp2","1962","FOR ^MEDIATE RELEASE    Front DEPARTMENT OF PUBLIC INFORMATION  ALLEN UNIVERSITY  COLUMBIA, SOUTH CAROLINA    October 16, 1962    COLUMBIA, S.C. ΓÇö Plans for construction of a new menΓÇÖs  dormitory, capable of house 271* students, were announced today  by Dr, Howard E, Wright, president, at Allen University.    The new building, to be located adjacent to Higgins Hall  / *    which was destroyed earlier this year by fire, will cost ap┬¼    proximately $!&lt;00,000. A campaign to raise $125,000 of this  total is already underway, being spearheaded by the Greater  Allen University Alumni Association and the universityΓÇÖs  president among the six annual conferences of the African  Methodist Curch in South Carolina, The AME Church operates    Allen.    IHA and other federal fund loans are expected to provide    for other construction costs",689,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇö', 'ΓÇÖ', '┬¼', 'ΓÇÖ']"
"Immediate Release, Department of Public Information, Allen University, October 16, 1962, Page 2","","McCray, John Henry, 1910-1987","1962-10-15 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","An immediate release from the Allen University Department of Public Information made on October 16, 1962.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-040","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5961",5961.0,"6571.jp2","/p17173coll38/image/6571.jp2","1962","page two - new dorm    ""We hope to he able to complete this urgently needed    dormitory with a year,"" Dr. Wright said. Inaddition to the    loss in dormitory space which resulted when Higgins Hall  !    burned, Dr. Wright said a steadily increasing enrolment aC    ItaDcyi&MZfflS&KX the last several years ""has made this new  housing space long overdue."" Alien enrolls a little over  700 students this current year. It also hosts scores of  groups which also use the universityΓÇÖs facilities.    Plans for the new building were prepared by the    Maynard Pearlstine ante: architectural firm of Columbia",485,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['ΓÇÖ', 'ItaDcyi&MZfflS&KX']"
"Immediate Release, Department of Public Information, Allen University, October 16, 1962, Page 1","","McCray, John Henry, 1910-1987","1962-10-15 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","An immediate release from the Allen University Department of Public Information made on October 16, 1962.","1 item ; Page 1 of 3","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-041","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5962",5962.0,"6572.jp2","/p17173coll38/image/6572.jp2","1962","FOR IMMEDIATE RELEASE    From: DEPARTMENT OF PUBLIC INFORMATION  ALLEN UNIVERSITY  COLUMBIA, SOUTH CAROLINA    October .16, 1962    COLUMBIA, S. C. -- Plans for construction of a new menΓÇÖs  dormitory, capable of housing 274 students, were announced today  by Dr. Howard E. Wright, President, at Allen University.    The new building, to be located adjacent to Higgins Hall  which was destroyed earlier this year by fire, will cost approxi*  mately $4000,000.    A campaign to raise $125,000 of this total is already under*  way, spearheaded by the Greater Alumni Association of the Univer*  sity.    The presidentΓÇÖs office, alumni and friends throughout the  state and country are assisting in the drive. Allen is operated  by the African Methodist Episcopal Church.    HHFA and other federal loan funds are expected to provide  for other construction costs,    ""We hope to be able to complete this urgently needed dorm┬¼  itory within a year,"" Dr. Wright said.    In addition to the loss of dormitory space which resulted    when Higgins Hall was burned, Dr. Wright said a steadily increas-",886,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇÖ', 'ΓÇÖ', '┬¼']"
"Immediate Release, Department of Public Information, Allen University, October 16, 1962, Page 2","","McCray, John Henry, 1910-1987","1962-10-15 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","An immediate release from the Allen University Department of Public Information made on October 16, 1962.","1 item ; Page 2 of 3","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-042","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5963",5963.0,"6573.jp2","/p17173coll38/image/6573.jp2","1962","page two    ing enrollment the last several years ΓÇÖΓÇÖhas made this new housing  space long overdue.ΓÇ¥    Allen enrolls a little over 700 students this year. It also  hosts scores of groups which periodically use the UniversityΓÇÖs  facilities.    Plans for the new building were prepared by the Maynard  Pearlstine architectural firm of Columbia.    -30-",290,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇÖΓÇÖ', 'ΓÇ¥', 'ΓÇÖ']"
