"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"List of Names and Addresses, Page 46","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names and addresses.","1 item ; Page 46 of 53","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-093","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2435",2435.0,"2436.jp2","/p17173coll38/image/2436.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of Names and Addresses, Page 47","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names and addresses.","1 item ; Page 47 of 53","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-094","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2436",2436.0,"2437.jp2","/p17173coll38/image/2437.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of Names and Addresses, Page 48","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names and addresses.","1 item ; Page 48 of 53","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-095","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2437",2437.0,"2438.jp2","/p17173coll38/image/2438.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of Names and Addresses, Page 49","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names and addresses.","1 item ; Page 49 of 53","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-096","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2438",2438.0,"2439.jp2","/p17173coll38/image/2439.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of Names and Addresses, Page 50","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names and addresses.","1 item ; Page 50 of 53","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-097","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2439",2439.0,"2440.jp2","/p17173coll38/image/2440.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of Names and Addresses, Page 51","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names and addresses.","1 item ; Page 51 of 53","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-098","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2440",2440.0,"2441.jp2","/p17173coll38/image/2441.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of Names and Addresses, Page 52","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names and addresses.","1 item ; Page 52 of 53","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-099","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2441",2441.0,"2442.jp2","/p17173coll38/image/2442.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of Names and Addresses, Page 53","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names and addresses.","1 item ; Page 53 of 53","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-100","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2442",2442.0,"2443.jp2","/p17173coll38/image/2443.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 2","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 2 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-102","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2444",2444.0,"2445.jp2","/p17173coll38/image/2445.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 3","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 3 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-103","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2445",2445.0,"2446.jp2","/p17173coll38/image/2446.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 4","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 4 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-104","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2446",2446.0,"2447.jp2","/p17173coll38/image/2447.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 5","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 5 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-105","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2447",2447.0,"2448.jp2","/p17173coll38/image/2448.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 6","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 6 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-106","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2448",2448.0,"2449.jp2","/p17173coll38/image/2449.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 7","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 7 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-107","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2449",2449.0,"2450.jp2","/p17173coll38/image/2450.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 8","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 8 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-108","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2450",2450.0,"2451.jp2","/p17173coll38/image/2451.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 9","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 9 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-109","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2451",2451.0,"2452.jp2","/p17173coll38/image/2452.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 10","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 10 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-110","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2452",2452.0,"2453.jp2","/p17173coll38/image/2453.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 11","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 11 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-111","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2453",2453.0,"2454.jp2","/p17173coll38/image/2454.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 12","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 12 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-112","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2454",2454.0,"2455.jp2","/p17173coll38/image/2455.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 13","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 13 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-113","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2455",2455.0,"2456.jp2","/p17173coll38/image/2456.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 14","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 14 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-114","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2456",2456.0,"2457.jp2","/p17173coll38/image/2457.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 15","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 15 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-115","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2457",2457.0,"2458.jp2","/p17173coll38/image/2458.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 16","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 16 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-116","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2458",2458.0,"2459.jp2","/p17173coll38/image/2459.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 17","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 17 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-117","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2459",2459.0,"2460.jp2","/p17173coll38/image/2460.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 18","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 18 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-118","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2460",2460.0,"2461.jp2","/p17173coll38/image/2461.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 19","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 19 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-119","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2461",2461.0,"2462.jp2","/p17173coll38/image/2462.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 20","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 20 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-120","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2462",2462.0,"2463.jp2","/p17173coll38/image/2463.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 21","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 21 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-121","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2463",2463.0,"2464.jp2","/p17173coll38/image/2464.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 22","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 22 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-122","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2464",2464.0,"2465.jp2","/p17173coll38/image/2465.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
