"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"John Henry McCray Papers, Box 4, Folder 46","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6358",6358.0,"6968.cpd","/p17173coll38/image/6968.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 44","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6398",6398.0,"7008.cpd","/p17173coll38/image/7008.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 43","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6428",6428.0,"7038.cpd","/p17173coll38/image/7038.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 45","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6521",6521.0,"7131.cpd","/p17173coll38/image/7131.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 47","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6599",6599.0,"7209.cpd","/p17173coll38/image/7209.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 41","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6643",6643.0,"7253.cpd","/p17173coll38/image/7253.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 42","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6688",6688.0,"7298.cpd","/p17173coll38/image/7298.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 07","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-17","2021-11-17","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6768",6768.0,"7378.cpd","/p17173coll38/image/7378.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 05","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-17","2021-11-17","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6849",6849.0,"7459.cpd","/p17173coll38/image/7459.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 06","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-17","2021-11-17","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6907",6907.0,"7517.cpd","/p17173coll38/image/7517.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 04","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-17","2021-11-17","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6994",6994.0,"7604.cpd","/p17173coll38/image/7604.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 08","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-17","2021-11-17","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7035",7035.0,"7645.cpd","/p17173coll38/image/7645.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 13","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7098",7098.0,"7708.cpd","/p17173coll38/image/7708.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 16","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7101",7101.0,"7711.cpd","/p17173coll38/image/7711.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 12","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7238",7238.0,"7848.cpd","/p17173coll38/image/7848.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 10","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7265",7265.0,"7875.cpd","/p17173coll38/image/7875.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 11","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7286",7286.0,"7896.cpd","/p17173coll38/image/7896.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 15","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7355",7355.0,"7965.cpd","/p17173coll38/image/7965.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 14","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-10","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7377",7377.0,"7987.cpd","/p17173coll38/image/7987.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 21","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7407",7407.0,"8017.cpd","/p17173coll38/image/8017.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 19","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7439",7439.0,"8049.cpd","/p17173coll38/image/8049.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 18","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7521",7521.0,"8131.cpd","/p17173coll38/image/8131.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 17","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7611",7611.0,"8221.cpd","/p17173coll38/image/8221.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 20","","John Henry McCray, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7628",7628.0,"8238.cpd","/p17173coll38/image/8238.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 33","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-03","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7703",7703.0,"8313.cpd","/p17173coll38/image/8313.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 28","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7750",7750.0,"8360.cpd","/p17173coll38/image/8360.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 31","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7783",7783.0,"8393.cpd","/p17173coll38/image/8393.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 22","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7856",7856.0,"8466.cpd","/p17173coll38/image/8466.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 29","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7883",7883.0,"8493.cpd","/p17173coll38/image/8493.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 26","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7887",7887.0,"8497.cpd","/p17173coll38/image/8497.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 30","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8028",8028.0,"8638.cpd","/p17173coll38/image/8638.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 09","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8217",8217.0,"8827.cpd","/p17173coll38/image/8827.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 23","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8257",8257.0,"8867.cpd","/p17173coll38/image/8867.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 25","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8290",8290.0,"8900.cpd","/p17173coll38/image/8900.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
